date,Aroon Down,Aroon Up,Aroon Down,Aroon Up,Aroon Up,Aroon Down,Aroon Down,Aroon Up
2018-08-16,12.5,82.5,12.5,82.5,82.5,12.5,12.5,82.5
2018-08-17,10.0,80.0,10.0,80.0,80.0,10.0,10.0,80.0
2018-08-20,7.5,77.5,7.5,77.5,77.5,7.5,7.5,77.5
2018-08-21,5.0,75.0,5.0,75.0,75.0,5.0,5.0,75.0
2018-08-22,2.5,72.5,2.5,72.5,72.5,2.5,2.5,72.5
2018-08-23,0.0,70.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-08-24,0.0,67.5,0.0,67.5,67.5,0.0,0.0,67.5
2018-08-27,5.0,100.0,5.0,100.0,100.0,5.0,5.0,100.0
2018-08-28,2.5,100.0,2.5,100.0,100.0,2.5,2.5,100.0
2018-08-29,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-08-30,0.0,97.5,0.0,97.5,97.5,0.0,0.0,97.5
2018-08-31,0.0,95.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-09-04,0.0,92.5,0.0,92.5,92.5,0.0,0.0,92.5
2018-09-05,2.5,100.0,2.5,100.0,100.0,2.5,2.5,100.0
2018-09-06,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-09-07,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-09-10,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-09-11,2.5,97.5,2.5,97.5,97.5,2.5,2.5,97.5
2018-09-12,0.0,95.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-09-13,0.0,92.5,0.0,92.5,92.5,0.0,0.0,92.5
2018-09-14,5.0,100.0,5.0,100.0,100.0,5.0,5.0,100.0
2018-09-17,2.5,100.0,2.5,100.0,100.0,2.5,2.5,100.0
2018-09-18,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-09-19,17.5,100.0,17.5,100.0,100.0,17.5,17.5,100.0
2018-09-20,15.0,100.0,15.0,100.0,100.0,15.0,15.0,100.0
2018-09-21,12.5,97.5,12.5,97.5,97.5,12.5,12.5,97.5
2018-09-24,10.0,95.0,10.0,95.0,95.0,10.0,10.0,95.0
2018-09-25,7.5,92.5,7.5,92.5,92.5,7.5,7.5,92.5
2018-09-26,5.0,90.0,5.0,90.0,90.0,5.0,5.0,90.0
2018-09-27,2.5,87.5,2.5,87.5,87.5,2.5,2.5,87.5
2018-09-28,0.0,85.0,0.0,85.0,85.0,0.0,0.0,85.0
2018-10-01,0.0,82.5,0.0,82.5,82.5,0.0,0.0,82.5
2018-10-02,17.5,80.0,17.5,80.0,80.0,17.5,17.5,80.0
2018-10-03,15.0,77.5,15.0,77.5,77.5,15.0,15.0,77.5
2018-10-04,12.5,75.0,12.5,75.0,75.0,12.5,12.5,75.0
2018-10-05,10.0,72.5,10.0,72.5,72.5,10.0,10.0,72.5
2018-10-08,7.5,70.0,7.5,70.0,70.0,7.5,7.5,70.0
2018-10-09,5.0,100.0,5.0,100.0,100.0,5.0,5.0,100.0
2018-10-10,2.5,100.0,2.5,100.0,100.0,2.5,2.5,100.0
2018-10-11,100.0,97.5,100.0,97.5,97.5,100.0,100.0,97.5
2018-10-12,97.5,95.0,97.5,95.0,95.0,97.5,97.5,95.0
2018-10-15,95.0,92.5,95.0,92.5,92.5,95.0,95.0,92.5
2018-10-16,92.5,90.0,92.5,90.0,90.0,92.5,92.5,90.0
2018-10-17,90.0,87.5,90.0,87.5,87.5,90.0,90.0,87.5
2018-10-18,87.5,85.0,87.5,85.0,85.0,87.5,87.5,85.0
2018-10-19,85.0,82.5,85.0,82.5,82.5,85.0,85.0,82.5
2018-10-22,82.5,80.0,82.5,80.0,80.0,82.5,82.5,80.0
2018-10-23,100.0,77.5,100.0,77.5,77.5,100.0,100.0,77.5
2018-10-24,100.0,75.0,100.0,75.0,75.0,100.0,100.0,75.0
2018-10-25,97.5,72.5,97.5,72.5,72.5,97.5,97.5,72.5
2018-10-26,100.0,70.0,100.0,70.0,70.0,100.0,100.0,70.0
2018-10-29,97.5,67.5,97.5,67.5,67.5,97.5,97.5,67.5
2018-10-30,95.0,65.0,95.0,65.0,65.0,95.0,95.0,65.0
2018-10-31,92.5,62.5,92.5,62.5,62.5,92.5,92.5,62.5
2018-11-01,90.0,60.0,90.0,60.0,60.0,90.0,90.0,60.0
2018-11-02,87.5,57.5,87.5,57.5,57.5,87.5,87.5,57.5
2018-11-05,85.0,55.0,85.0,55.0,55.0,85.0,85.0,55.0
2018-11-06,82.5,52.5,82.5,52.5,52.5,82.5,82.5,52.5
2018-11-07,80.0,50.0,80.0,50.0,50.0,80.0,80.0,50.0
2018-11-08,77.5,47.5,77.5,47.5,47.5,77.5,77.5,47.5
2018-11-09,75.0,45.0,75.0,45.0,45.0,75.0,75.0,45.0
2018-11-12,72.5,42.5,72.5,42.5,42.5,72.5,72.5,42.5
2018-11-13,70.0,40.0,70.0,40.0,40.0,70.0,70.0,40.0
2018-11-14,67.5,37.5,67.5,37.5,37.5,67.5,67.5,37.5
2018-11-15,65.0,35.0,65.0,35.0,35.0,65.0,65.0,35.0
2018-11-16,62.5,32.5,62.5,32.5,32.5,62.5,62.5,32.5
2018-11-19,60.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0
2018-11-20,57.5,27.5,57.5,27.5,27.5,57.5,57.5,27.5
2018-11-21,55.0,25.0,55.0,25.0,25.0,55.0,55.0,25.0
2018-11-23,52.5,22.5,52.5,22.5,22.5,52.5,52.5,22.5
2018-11-26,50.0,20.0,50.0,20.0,20.0,50.0,50.0,20.0
2018-11-27,47.5,17.5,47.5,17.5,17.5,47.5,47.5,17.5
2018-11-28,45.0,15.0,45.0,15.0,15.0,45.0,45.0,15.0
2018-11-29,42.5,12.5,42.5,12.5,12.5,42.5,42.5,12.5
2018-11-30,40.0,10.0,40.0,10.0,10.0,40.0,40.0,10.0
2018-12-03,37.5,7.5,37.5,7.5,7.5,37.5,37.5,7.5
2018-12-04,35.0,5.0,35.0,5.0,5.0,35.0,35.0,5.0
2018-12-06,32.5,2.5,32.5,2.5,2.5,32.5,32.5,2.5
2018-12-07,30.0,0.0,30.0,0.0,0.0,30.0,30.0,0.0
2018-12-10,27.5,90.0,27.5,90.0,90.0,27.5,27.5,90.0
2018-12-11,25.0,87.5,25.0,87.5,87.5,25.0,25.0,87.5
2018-12-12,22.5,85.0,22.5,85.0,85.0,22.5,22.5,85.0
2018-12-13,20.0,82.5,20.0,82.5,82.5,20.0,20.0,82.5
2018-12-14,17.5,80.0,17.5,80.0,80.0,17.5,17.5,80.0
2018-12-17,100.0,77.5,100.0,77.5,77.5,100.0,100.0,77.5
2018-12-18,100.0,75.0,100.0,75.0,75.0,100.0,100.0,75.0
2018-12-19,100.0,72.5,100.0,72.5,72.5,100.0,100.0,72.5
2018-12-20,100.0,70.0,100.0,70.0,70.0,100.0,100.0,70.0
2018-12-21,97.5,67.5,97.5,67.5,67.5,97.5,97.5,67.5
2018-12-24,100.0,65.0,100.0,65.0,65.0,100.0,100.0,65.0
2018-12-26,100.0,62.5,100.0,62.5,62.5,100.0,100.0,62.5
2018-12-27,97.5,60.0,97.5,60.0,60.0,97.5,97.5,60.0
2018-12-28,95.0,57.5,95.0,57.5,57.5,95.0,95.0,57.5
2018-12-31,92.5,55.0,92.5,55.0,55.0,92.5,92.5,55.0
2019-01-02,90.0,52.5,90.0,52.5,52.5,90.0,90.0,52.5
2019-01-03,87.5,50.0,87.5,50.0,50.0,87.5,87.5,50.0
2019-01-04,85.0,47.5,85.0,47.5,47.5,85.0,85.0,47.5
2019-01-07,82.5,45.0,82.5,45.0,45.0,82.5,82.5,45.0
2019-01-08,80.0,42.5,80.0,42.5,42.5,80.0,80.0,42.5
2019-01-09,77.5,40.0,77.5,40.0,40.0,77.5,77.5,40.0
2019-01-10,75.0,37.5,75.0,37.5,37.5,75.0,75.0,37.5
2019-01-11,72.5,35.0,72.5,35.0,35.0,72.5,72.5,35.0
2019-01-14,70.0,32.5,70.0,32.5,32.5,70.0,70.0,32.5
2019-01-15,67.5,30.0,67.5,30.0,30.0,67.5,67.5,30.0
2019-01-16,65.0,27.5,65.0,27.5,27.5,65.0,65.0,27.5
2019-01-17,62.5,25.0,62.5,25.0,25.0,62.5,62.5,25.0
2019-01-18,60.0,22.5,60.0,22.5,22.5,60.0,60.0,22.5
2019-01-22,57.5,20.0,57.5,20.0,20.0,57.5,57.5,20.0
2019-01-23,55.0,17.5,55.0,17.5,17.5,55.0,55.0,17.5
2019-01-24,52.5,15.0,52.5,15.0,15.0,52.5,52.5,15.0
2019-01-25,50.0,12.5,50.0,12.5,12.5,50.0,50.0,12.5
2019-01-28,47.5,10.0,47.5,10.0,10.0,47.5,47.5,10.0
2019-01-29,45.0,7.5,45.0,7.5,7.5,45.0,45.0,7.5
2019-01-30,42.5,5.0,42.5,5.0,5.0,42.5,42.5,5.0
2019-01-31,40.0,2.5,40.0,2.5,2.5,40.0,40.0,2.5
2019-02-01,37.5,0.0,37.5,0.0,0.0,37.5,37.5,0.0
2019-02-04,35.0,0.0,35.0,0.0,0.0,35.0,35.0,0.0
2019-02-05,32.5,2.5,32.5,2.5,2.5,32.5,32.5,2.5
2019-02-06,30.0,0.0,30.0,0.0,0.0,30.0,30.0,0.0
2019-02-07,27.5,92.5,27.5,92.5,92.5,27.5,27.5,92.5
2019-02-08,25.0,90.0,25.0,90.0,90.0,25.0,25.0,90.0
2019-02-11,22.5,87.5,22.5,87.5,87.5,22.5,22.5,87.5
2019-02-12,20.0,85.0,20.0,85.0,85.0,20.0,20.0,85.0
2019-02-13,17.5,82.5,17.5,82.5,82.5,17.5,17.5,82.5
2019-02-14,15.0,80.0,15.0,80.0,80.0,15.0,15.0,80.0
2019-02-15,12.5,77.5,12.5,77.5,77.5,12.5,12.5,77.5
2019-02-19,10.0,75.0,10.0,75.0,75.0,10.0,10.0,75.0
2019-02-20,7.5,72.5,7.5,72.5,72.5,7.5,7.5,72.5
2019-02-21,5.0,70.0,5.0,70.0,70.0,5.0,5.0,70.0
2019-02-22,2.5,67.5,2.5,67.5,67.5,2.5,2.5,67.5
2019-02-25,0.0,65.0,0.0,65.0,65.0,0.0,0.0,65.0
2019-02-26,10.0,62.5,10.0,62.5,62.5,10.0,10.0,62.5
2019-02-27,7.5,60.0,7.5,60.0,60.0,7.5,7.5,60.0
2019-02-28,5.0,57.5,5.0,57.5,57.5,5.0,5.0,57.5
2019-03-01,2.5,55.0,2.5,55.0,55.0,2.5,2.5,55.0
2019-03-04,0.0,52.5,0.0,52.5,52.5,0.0,0.0,52.5
2019-03-05,0.0,50.0,0.0,50.0,50.0,0.0,0.0,50.0
2019-03-06,12.5,47.5,12.5,47.5,47.5,12.5,12.5,47.5
2019-03-07,10.0,45.0,10.0,45.0,45.0,10.0,10.0,45.0
2019-03-08,7.5,42.5,7.5,42.5,42.5,7.5,7.5,42.5
2019-03-11,5.0,40.0,5.0,40.0,40.0,5.0,5.0,40.0
2019-03-12,2.5,37.5,2.5,37.5,37.5,2.5,2.5,37.5
2019-03-13,0.0,35.0,0.0,35.0,35.0,0.0,0.0,35.0
2019-03-14,0.0,32.5,0.0,32.5,32.5,0.0,0.0,32.5
2019-03-15,2.5,30.0,2.5,30.0,30.0,2.5,2.5,30.0
2019-03-18,0.0,27.5,0.0,27.5,27.5,0.0,0.0,27.5
2019-03-19,82.5,25.0,82.5,25.0,25.0,82.5,82.5,25.0
2019-03-20,80.0,22.5,80.0,22.5,22.5,80.0,80.0,22.5
2019-03-21,77.5,20.0,77.5,20.0,20.0,77.5,77.5,20.0
2019-03-22,75.0,17.5,75.0,17.5,17.5,75.0,75.0,17.5
2019-03-25,72.5,15.0,72.5,15.0,15.0,72.5,72.5,15.0
2019-03-26,70.0,12.5,70.0,12.5,12.5,70.0,70.0,12.5
2019-03-27,67.5,10.0,67.5,10.0,10.0,67.5,67.5,10.0
2019-03-28,65.0,7.5,65.0,7.5,7.5,65.0,65.0,7.5
2019-03-29,62.5,5.0,62.5,5.0,5.0,62.5,62.5,5.0
