date,Aroon Down,Aroon Up,Aroon Up,Aroon Down,Aroon Down,Aroon Up,Aroon Up,Aroon Down
2018-02-14,85.0,40.0,40.0,85.0,85.0,40.0,40.0,85.0
2018-02-15,80.0,35.0,35.0,80.0,80.0,35.0,35.0,80.0
2018-02-16,75.0,30.0,30.0,75.0,75.0,30.0,30.0,75.0
2018-02-20,70.0,25.0,25.0,70.0,70.0,25.0,25.0,70.0
2018-02-21,65.0,20.0,20.0,65.0,65.0,20.0,20.0,65.0
2018-02-22,60.0,15.0,15.0,60.0,60.0,15.0,15.0,60.0
2018-02-23,55.0,10.0,10.0,55.0,55.0,10.0,10.0,55.0
2018-02-26,50.0,5.0,5.0,50.0,50.0,5.0,5.0,50.0
2018-02-27,45.0,0.0,0.0,45.0,45.0,0.0,0.0,45.0
2018-02-28,40.0,5.0,5.0,40.0,40.0,5.0,5.0,40.0
2018-03-01,35.0,0.0,0.0,35.0,35.0,0.0,0.0,35.0
2018-03-02,30.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0
2018-03-05,25.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0
2018-03-06,20.0,50.0,50.0,20.0,20.0,50.0,50.0,20.0
2018-03-07,15.0,45.0,45.0,15.0,15.0,45.0,45.0,15.0
2018-03-08,10.0,40.0,40.0,10.0,10.0,40.0,40.0,10.0
2018-03-09,5.0,35.0,35.0,5.0,5.0,35.0,35.0,5.0
2018-03-12,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0
2018-03-13,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0
2018-03-14,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0
2018-03-15,70.0,15.0,15.0,70.0,70.0,15.0,15.0,70.0
2018-03-16,100.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-03-19,100.0,5.0,5.0,100.0,100.0,5.0,5.0,100.0
2018-03-20,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-03-21,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-03-22,100.0,15.0,15.0,100.0,100.0,15.0,15.0,100.0
2018-03-23,100.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-03-26,95.0,5.0,5.0,95.0,95.0,5.0,5.0,95.0
2018-03-27,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-03-28,95.0,0.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-03-29,90.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-04-02,100.0,30.0,30.0,100.0,100.0,30.0,30.0,100.0
2018-04-03,95.0,25.0,25.0,95.0,95.0,25.0,25.0,95.0
2018-04-04,90.0,20.0,20.0,90.0,90.0,20.0,20.0,90.0
2018-04-05,85.0,15.0,15.0,85.0,85.0,15.0,15.0,85.0
2018-04-06,80.0,10.0,10.0,80.0,80.0,10.0,10.0,80.0
2018-04-09,75.0,5.0,5.0,75.0,75.0,5.0,5.0,75.0
2018-04-10,70.0,0.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-04-11,65.0,0.0,0.0,65.0,65.0,0.0,0.0,65.0
2018-04-12,60.0,0.0,0.0,60.0,60.0,0.0,0.0,60.0
2018-04-13,55.0,5.0,5.0,55.0,55.0,5.0,5.0,55.0
2018-04-16,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-04-17,95.0,0.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-04-18,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-04-19,95.0,0.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-04-20,90.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-04-23,85.0,40.0,40.0,85.0,85.0,40.0,40.0,85.0
2018-04-24,80.0,35.0,35.0,80.0,80.0,35.0,35.0,80.0
2018-04-25,75.0,30.0,30.0,75.0,75.0,30.0,30.0,75.0
2018-04-26,70.0,25.0,25.0,70.0,70.0,25.0,25.0,70.0
2018-04-27,65.0,20.0,20.0,65.0,65.0,20.0,20.0,65.0
2018-04-30,60.0,15.0,15.0,60.0,60.0,15.0,15.0,60.0
2018-05-01,55.0,10.0,10.0,55.0,55.0,10.0,10.0,55.0
2018-05-02,50.0,5.0,5.0,50.0,50.0,5.0,5.0,50.0
2018-05-03,45.0,0.0,0.0,45.0,45.0,0.0,0.0,45.0
2018-05-04,40.0,60.0,60.0,40.0,40.0,60.0,60.0,40.0
2018-05-07,35.0,55.0,55.0,35.0,35.0,55.0,55.0,35.0
2018-05-08,30.0,50.0,50.0,30.0,30.0,50.0,50.0,30.0
2018-05-09,25.0,100.0,100.0,25.0,25.0,100.0,100.0,25.0
2018-05-10,20.0,100.0,100.0,20.0,20.0,100.0,100.0,20.0
2018-05-11,15.0,100.0,100.0,15.0,15.0,100.0,100.0,15.0
2018-05-14,10.0,95.0,95.0,10.0,10.0,95.0,95.0,10.0
2018-05-15,5.0,100.0,100.0,5.0,5.0,100.0,100.0,5.0
2018-05-16,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-05-17,0.0,95.0,95.0,0.0,0.0,95.0,95.0,0.0
2018-05-18,45.0,90.0,90.0,45.0,45.0,90.0,90.0,45.0
2018-05-21,40.0,85.0,85.0,40.0,40.0,85.0,85.0,40.0
2018-05-22,35.0,100.0,100.0,35.0,35.0,100.0,100.0,35.0
2018-05-23,30.0,100.0,100.0,30.0,30.0,100.0,100.0,30.0
2018-05-24,25.0,95.0,95.0,25.0,25.0,95.0,95.0,25.0
2018-05-25,20.0,90.0,90.0,20.0,20.0,90.0,90.0,20.0
2018-05-29,15.0,85.0,85.0,15.0,15.0,85.0,85.0,15.0
2018-05-30,10.0,80.0,80.0,10.0,10.0,80.0,80.0,10.0
2018-05-31,5.0,75.0,75.0,5.0,5.0,75.0,75.0,5.0
2018-06-01,0.0,70.0,70.0,0.0,0.0,70.0,70.0,0.0
2018-06-04,0.0,65.0,65.0,0.0,0.0,65.0,65.0,0.0
2018-06-05,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0
2018-06-06,0.0,55.0,55.0,0.0,0.0,55.0,55.0,0.0
2018-06-07,65.0,50.0,50.0,65.0,65.0,50.0,50.0,65.0
2018-06-08,60.0,45.0,45.0,60.0,60.0,45.0,45.0,60.0
2018-06-11,55.0,40.0,40.0,55.0,55.0,40.0,40.0,55.0
2018-06-12,50.0,35.0,35.0,50.0,50.0,35.0,35.0,50.0
2018-06-13,45.0,30.0,30.0,45.0,45.0,30.0,30.0,45.0
2018-06-14,40.0,25.0,25.0,40.0,40.0,25.0,25.0,40.0
2018-06-15,35.0,20.0,20.0,35.0,35.0,20.0,20.0,35.0
2018-06-18,30.0,15.0,15.0,30.0,30.0,15.0,15.0,30.0
2018-06-19,25.0,10.0,10.0,25.0,25.0,10.0,10.0,25.0
2018-06-20,20.0,5.0,5.0,20.0,20.0,5.0,5.0,20.0
2018-06-21,15.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0
2018-06-22,10.0,55.0,55.0,10.0,10.0,55.0,55.0,10.0
2018-06-25,5.0,50.0,50.0,5.0,5.0,50.0,50.0,5.0
2018-06-26,0.0,45.0,45.0,0.0,0.0,45.0,45.0,0.0
2018-06-27,95.0,40.0,40.0,95.0,95.0,40.0,40.0,95.0
2018-06-28,100.0,35.0,35.0,100.0,100.0,35.0,35.0,100.0
2018-06-29,95.0,100.0,100.0,95.0,95.0,100.0,100.0,95.0
2018-07-02,90.0,95.0,95.0,90.0,90.0,95.0,95.0,90.0
2018-07-03,85.0,90.0,90.0,85.0,85.0,90.0,90.0,85.0
2018-07-05,80.0,85.0,85.0,80.0,80.0,85.0,85.0,80.0
2018-07-06,75.0,80.0,80.0,75.0,75.0,80.0,80.0,75.0
2018-07-09,70.0,75.0,75.0,70.0,70.0,75.0,75.0,70.0
2018-07-10,65.0,70.0,70.0,65.0,65.0,70.0,70.0,65.0
2018-07-11,60.0,65.0,65.0,60.0,60.0,65.0,65.0,60.0
2018-07-12,55.0,60.0,60.0,55.0,55.0,60.0,60.0,55.0
2018-07-13,50.0,55.0,55.0,50.0,50.0,55.0,55.0,50.0
2018-07-16,45.0,100.0,100.0,45.0,45.0,100.0,100.0,45.0
2018-07-17,40.0,95.0,95.0,40.0,40.0,95.0,95.0,40.0
2018-07-18,35.0,90.0,90.0,35.0,35.0,90.0,90.0,35.0
2018-07-19,30.0,85.0,85.0,30.0,30.0,85.0,85.0,30.0
2018-07-20,25.0,80.0,80.0,25.0,25.0,80.0,80.0,25.0
2018-07-23,20.0,100.0,100.0,20.0,20.0,100.0,100.0,20.0
2018-07-24,15.0,100.0,100.0,15.0,15.0,100.0,100.0,15.0
2018-07-25,10.0,95.0,95.0,10.0,10.0,95.0,95.0,10.0
2018-07-26,5.0,100.0,100.0,5.0,5.0,100.0,100.0,5.0
2018-07-27,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2018-07-30,45.0,100.0,100.0,45.0,45.0,100.0,100.0,45.0
2018-07-31,40.0,95.0,95.0,40.0,40.0,95.0,95.0,40.0
2018-08-01,35.0,90.0,90.0,35.0,35.0,90.0,90.0,35.0
2018-08-02,30.0,85.0,85.0,30.0,30.0,85.0,85.0,30.0
2018-08-03,25.0,80.0,80.0,25.0,25.0,80.0,80.0,25.0
2018-08-06,20.0,75.0,75.0,20.0,20.0,75.0,75.0,20.0
2018-08-07,15.0,70.0,70.0,15.0,15.0,70.0,70.0,15.0
2018-08-08,10.0,100.0,100.0,10.0,10.0,100.0,100.0,10.0
2018-08-09,5.0,95.0,95.0,5.0,5.0,95.0,95.0,5.0
2018-08-10,0.0,90.0,90.0,0.0,0.0,90.0,90.0,0.0
2018-08-13,0.0,85.0,85.0,0.0,0.0,85.0,85.0,0.0
2018-08-14,15.0,80.0,80.0,15.0,15.0,80.0,80.0,15.0
2018-08-15,10.0,75.0,75.0,10.0,10.0,75.0,75.0,10.0
2018-08-16,5.0,70.0,70.0,5.0,5.0,70.0,70.0,5.0
2018-08-17,0.0,65.0,65.0,0.0,0.0,65.0,65.0,0.0
2018-08-20,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0
2018-08-21,35.0,100.0,100.0,35.0,35.0,100.0,100.0,35.0
2018-08-22,30.0,95.0,95.0,30.0,30.0,95.0,95.0,30.0
2018-08-23,25.0,90.0,90.0,25.0,25.0,90.0,90.0,25.0
2018-08-24,20.0,85.0,85.0,20.0,20.0,85.0,85.0,20.0
2018-08-27,15.0,80.0,80.0,15.0,15.0,80.0,80.0,15.0
2018-08-28,10.0,75.0,75.0,10.0,10.0,75.0,75.0,10.0
2018-08-29,5.0,70.0,70.0,5.0,5.0,70.0,70.0,5.0
2018-08-30,0.0,65.0,65.0,0.0,0.0,65.0,65.0,0.0
2018-08-31,25.0,60.0,60.0,25.0,25.0,60.0,60.0,25.0
2018-09-04,20.0,55.0,55.0,20.0,20.0,55.0,55.0,20.0
2018-09-05,15.0,50.0,50.0,15.0,15.0,50.0,50.0,15.0
2018-09-06,10.0,45.0,45.0,10.0,10.0,45.0,45.0,10.0
2018-09-07,100.0,40.0,40.0,100.0,100.0,40.0,40.0,100.0
2018-09-10,100.0,35.0,35.0,100.0,100.0,35.0,35.0,100.0
2018-09-11,95.0,30.0,30.0,95.0,95.0,30.0,30.0,95.0
2018-09-12,100.0,25.0,25.0,100.0,100.0,25.0,25.0,100.0
2018-09-13,100.0,20.0,20.0,100.0,100.0,20.0,20.0,100.0
2018-09-14,100.0,15.0,15.0,100.0,100.0,15.0,15.0,100.0
2018-09-17,100.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-09-18,95.0,5.0,5.0,95.0,95.0,5.0,5.0,95.0
2018-09-19,90.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-09-20,85.0,0.0,0.0,85.0,85.0,0.0,0.0,85.0
2018-09-21,80.0,10.0,10.0,80.0,80.0,10.0,10.0,80.0
2018-09-24,75.0,5.0,5.0,75.0,75.0,5.0,5.0,75.0
2018-09-25,70.0,0.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-09-26,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-09-27,100.0,20.0,20.0,100.0,100.0,20.0,20.0,100.0
2018-09-28,100.0,15.0,15.0,100.0,100.0,15.0,15.0,100.0
2018-10-01,100.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0
2018-10-02,100.0,5.0,5.0,100.0,100.0,5.0,5.0,100.0
2018-10-03,95.0,0.0,0.0,95.0,95.0,0.0,0.0,95.0
2018-10-04,90.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0
2018-10-05,85.0,0.0,0.0,85.0,85.0,0.0,0.0,85.0
2018-10-08,80.0,0.0,0.0,80.0,80.0,0.0,0.0,80.0
2018-10-09,75.0,0.0,0.0,75.0,75.0,0.0,0.0,75.0
2018-10-10,70.0,0.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-10-11,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
2018-10-12,100.0,25.0,25.0,100.0,100.0,25.0,25.0,100.0
2018-10-15,95.0,20.0,20.0,95.0,95.0,20.0,20.0,95.0
2018-10-16,90.0,15.0,15.0,90.0,90.0,15.0,15.0,90.0
2018-10-17,85.0,10.0,10.0,85.0,85.0,10.0,10.0,85.0
2018-10-18,80.0,5.0,5.0,80.0,80.0,5.0,5.0,80.0
2018-10-19,75.0,0.0,0.0,75.0,75.0,0.0,0.0,75.0
2018-10-22,70.0,0.0,0.0,70.0,70.0,0.0,0.0,70.0
2018-10-23,100.0,80.0,80.0,100.0,100.0,80.0,80.0,100.0
2018-10-24,100.0,75.0,75.0,100.0,100.0,75.0,75.0,100.0
2018-10-25,95.0,70.0,70.0,95.0,95.0,70.0,70.0,95.0
2018-10-26,90.0,65.0,65.0,90.0,90.0,65.0,65.0,90.0
2018-10-29,85.0,60.0,60.0,85.0,85.0,60.0,60.0,85.0
2018-10-30,80.0,55.0,55.0,80.0,80.0,55.0,55.0,80.0
2018-10-31,75.0,50.0,50.0,75.0,75.0,50.0,50.0,75.0
2018-11-01,70.0,45.0,45.0,70.0,70.0,45.0,45.0,70.0
2018-11-02,65.0,40.0,40.0,65.0,65.0,40.0,40.0,65.0
2018-11-05,60.0,35.0,35.0,60.0,60.0,35.0,35.0,60.0
2018-11-06,55.0,30.0,30.0,55.0,55.0,30.0,30.0,55.0
2018-11-07,50.0,25.0,25.0,50.0,50.0,25.0,25.0,50.0
2018-11-08,45.0,20.0,20.0,45.0,45.0,20.0,20.0,45.0
2018-11-09,40.0,15.0,15.0,40.0,40.0,15.0,15.0,40.0
2018-11-12,35.0,10.0,10.0,35.0,35.0,10.0,10.0,35.0
2018-11-13,30.0,5.0,5.0,30.0,30.0,5.0,5.0,30.0
2018-11-14,25.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0
2018-11-15,20.0,55.0,55.0,20.0,20.0,55.0,55.0,20.0
2018-11-16,15.0,50.0,50.0,15.0,15.0,50.0,50.0,15.0
2018-11-19,10.0,45.0,45.0,10.0,10.0,45.0,45.0,10.0
2018-11-20,5.0,40.0,40.0,5.0,5.0,40.0,40.0,5.0
2018-11-21,0.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0
2018-11-23,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0
2018-11-26,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0
2018-11-27,25.0,20.0,20.0,25.0,25.0,20.0,20.0,25.0
2018-11-28,20.0,15.0,15.0,20.0,20.0,15.0,15.0,20.0
2018-11-29,15.0,10.0,10.0,15.0,15.0,10.0,10.0,15.0
2018-11-30,10.0,5.0,5.0,10.0,10.0,5.0,5.0,10.0
2018-12-03,5.0,100.0,100.0,5.0,5.0,100.0,100.0,5.0
2018-12-04,0.0,95.0,95.0,0.0,0.0,95.0,95.0,0.0
2018-12-06,100.0,90.0,90.0,100.0,100.0,90.0,90.0,100.0
2018-12-07,95.0,85.0,85.0,95.0,95.0,85.0,85.0,95.0
2018-12-10,100.0,80.0,80.0,100.0,100.0,80.0,80.0,100.0
2018-12-11,100.0,75.0,75.0,100.0,100.0,75.0,75.0,100.0
2018-12-12,100.0,70.0,70.0,100.0,100.0,70.0,70.0,100.0
2018-12-13,95.0,65.0,65.0,95.0,95.0,65.0,65.0,95.0
2018-12-14,100.0,60.0,60.0,100.0,100.0,60.0,60.0,100.0
2018-12-17,100.0,55.0,55.0,100.0,100.0,55.0,55.0,100.0
2018-12-18,95.0,50.0,50.0,95.0,95.0,50.0,50.0,95.0
2018-12-19,100.0,45.0,45.0,100.0,100.0,45.0,45.0,100.0
2018-12-20,95.0,40.0,40.0,95.0,95.0,40.0,40.0,95.0
2018-12-21,100.0,35.0,35.0,100.0,100.0,35.0,35.0,100.0
2018-12-24,100.0,30.0,30.0,100.0,100.0,30.0,30.0,100.0
2018-12-26,100.0,25.0,25.0,100.0,100.0,25.0,25.0,100.0
2018-12-27,95.0,20.0,20.0,95.0,95.0,20.0,20.0,95.0
2018-12-28,90.0,15.0,15.0,90.0,90.0,15.0,15.0,90.0
2018-12-31,85.0,10.0,10.0,85.0,85.0,10.0,10.0,85.0
2019-01-02,80.0,5.0,5.0,80.0,80.0,5.0,5.0,80.0
2019-01-03,75.0,0.0,0.0,75.0,75.0,0.0,0.0,75.0
2019-01-04,70.0,0.0,0.0,70.0,70.0,0.0,0.0,70.0
2019-01-07,65.0,5.0,5.0,65.0,65.0,5.0,5.0,65.0
2019-01-08,60.0,0.0,0.0,60.0,60.0,0.0,0.0,60.0
2019-01-09,55.0,0.0,0.0,55.0,55.0,0.0,0.0,55.0
2019-01-10,50.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0
2019-01-11,45.0,0.0,0.0,45.0,45.0,0.0,0.0,45.0
2019-01-14,40.0,100.0,100.0,40.0,40.0,100.0,100.0,40.0
2019-01-15,35.0,95.0,95.0,35.0,35.0,95.0,95.0,35.0
2019-01-16,30.0,100.0,100.0,30.0,30.0,100.0,100.0,30.0
2019-01-17,25.0,100.0,100.0,25.0,25.0,100.0,100.0,25.0
2019-01-18,20.0,100.0,100.0,20.0,20.0,100.0,100.0,20.0
2019-01-22,15.0,95.0,95.0,15.0,15.0,95.0,95.0,15.0
2019-01-23,10.0,100.0,100.0,10.0,10.0,100.0,100.0,10.0
2019-01-24,5.0,100.0,100.0,5.0,5.0,100.0,100.0,5.0
2019-01-25,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-01-28,0.0,95.0,95.0,0.0,0.0,95.0,95.0,0.0
2019-01-29,10.0,90.0,90.0,10.0,10.0,90.0,90.0,10.0
2019-01-30,5.0,85.0,85.0,5.0,5.0,85.0,85.0,5.0
2019-01-31,0.0,80.0,80.0,0.0,0.0,80.0,80.0,0.0
2019-02-01,0.0,75.0,75.0,0.0,0.0,75.0,75.0,0.0
2019-02-04,10.0,70.0,70.0,10.0,10.0,70.0,70.0,10.0
2019-02-05,5.0,65.0,65.0,5.0,5.0,65.0,65.0,5.0
2019-02-06,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0
2019-02-07,20.0,55.0,55.0,20.0,20.0,55.0,55.0,20.0
2019-02-08,15.0,50.0,50.0,15.0,15.0,50.0,50.0,15.0
2019-02-11,10.0,45.0,45.0,10.0,10.0,45.0,45.0,10.0
2019-02-12,5.0,40.0,40.0,5.0,5.0,40.0,40.0,5.0
2019-02-13,0.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0
2019-02-14,80.0,30.0,30.0,80.0,80.0,30.0,30.0,80.0
2019-02-15,75.0,25.0,25.0,75.0,75.0,25.0,25.0,75.0
2019-02-19,70.0,20.0,20.0,70.0,70.0,20.0,20.0,70.0
2019-02-20,65.0,15.0,15.0,65.0,65.0,15.0,15.0,65.0
2019-02-21,60.0,10.0,10.0,60.0,60.0,10.0,10.0,60.0
2019-02-22,55.0,5.0,5.0,55.0,55.0,5.0,5.0,55.0
2019-02-25,50.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0
2019-02-26,45.0,10.0,10.0,45.0,45.0,10.0,10.0,45.0
2019-02-27,40.0,5.0,5.0,40.0,40.0,5.0,5.0,40.0
2019-02-28,35.0,0.0,0.0,35.0,35.0,0.0,0.0,35.0
2019-03-01,30.0,100.0,100.0,30.0,30.0,100.0,100.0,30.0
2019-03-04,25.0,100.0,100.0,25.0,25.0,100.0,100.0,25.0
2019-03-05,20.0,95.0,95.0,20.0,20.0,95.0,95.0,20.0
2019-03-06,15.0,90.0,90.0,15.0,15.0,90.0,90.0,15.0
2019-03-07,10.0,85.0,85.0,10.0,10.0,85.0,85.0,10.0
2019-03-08,5.0,80.0,80.0,5.0,5.0,80.0,80.0,5.0
2019-03-11,0.0,75.0,75.0,0.0,0.0,75.0,75.0,0.0
2019-03-12,0.0,70.0,70.0,0.0,0.0,70.0,70.0,0.0
2019-03-13,0.0,65.0,65.0,0.0,0.0,65.0,65.0,0.0
2019-03-14,5.0,60.0,60.0,5.0,5.0,60.0,60.0,5.0
2019-03-15,0.0,55.0,55.0,0.0,0.0,55.0,55.0,0.0
2019-03-18,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-03-19,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2019-03-20,10.0,95.0,95.0,10.0,10.0,95.0,95.0,10.0
2019-03-21,5.0,90.0,90.0,5.0,5.0,90.0,90.0,5.0
2019-03-22,100.0,85.0,85.0,100.0,100.0,85.0,85.0,100.0
2019-03-25,100.0,80.0,80.0,100.0,100.0,80.0,80.0,100.0
2019-03-26,95.0,75.0,75.0,95.0,95.0,75.0,75.0,95.0
2019-03-27,90.0,70.0,70.0,90.0,90.0,70.0,70.0,90.0
2019-03-28,85.0,65.0,65.0,85.0,85.0,65.0,65.0,85.0
2019-03-29,100.0,60.0,60.0,100.0,100.0,60.0,60.0,100.0
