date,Aroon Up,Aroon Down,Aroon Up,Aroon Down,Aroon Up,Aroon Down,Aroon Down,Aroon Up
2018-05-03,30.0,100.0,30.0,100.0,30.0,100.0,100.0,30.0
2018-05-04,25.0,95.0,25.0,95.0,25.0,95.0,95.0,25.0
2018-05-07,20.0,90.0,20.0,90.0,20.0,90.0,90.0,20.0
2018-05-08,15.0,85.0,15.0,85.0,15.0,85.0,85.0,15.0
2018-05-09,10.0,80.0,10.0,80.0,10.0,80.0,80.0,10.0
2018-05-10,5.0,75.0,5.0,75.0,5.0,75.0,75.0,5.0
2018-05-11,0.0,70.0,0.0,70.0,0.0,70.0,70.0,0.0
2018-05-14,100.0,65.0,100.0,65.0,100.0,65.0,65.0,100.0
2018-05-15,100.0,60.0,100.0,60.0,100.0,60.0,60.0,100.0
2018-05-16,95.0,55.0,95.0,55.0,95.0,55.0,55.0,95.0
2018-05-17,90.0,50.0,90.0,50.0,90.0,50.0,50.0,90.0
2018-05-18,85.0,45.0,85.0,45.0,85.0,45.0,45.0,85.0
2018-05-21,80.0,40.0,80.0,40.0,80.0,40.0,40.0,80.0
2018-05-22,75.0,35.0,75.0,35.0,75.0,35.0,35.0,75.0
2018-05-23,70.0,30.0,70.0,30.0,70.0,30.0,30.0,70.0
2018-05-24,65.0,25.0,65.0,25.0,65.0,25.0,25.0,65.0
2018-05-25,60.0,20.0,60.0,20.0,60.0,20.0,20.0,60.0
2018-05-29,55.0,15.0,55.0,15.0,55.0,15.0,15.0,55.0
2018-05-30,50.0,10.0,50.0,10.0,50.0,10.0,10.0,50.0
2018-05-31,45.0,5.0,45.0,5.0,45.0,5.0,5.0,45.0
2018-06-01,40.0,0.0,40.0,0.0,40.0,0.0,0.0,40.0
2018-06-04,35.0,80.0,35.0,80.0,35.0,80.0,80.0,35.0
2018-06-05,30.0,75.0,30.0,75.0,30.0,75.0,75.0,30.0
2018-06-06,25.0,70.0,25.0,70.0,25.0,70.0,70.0,25.0
2018-06-07,20.0,65.0,20.0,65.0,20.0,65.0,65.0,20.0
2018-06-08,15.0,60.0,15.0,60.0,15.0,60.0,60.0,15.0
2018-06-11,10.0,55.0,10.0,55.0,10.0,55.0,55.0,10.0
2018-06-12,5.0,50.0,5.0,50.0,5.0,50.0,50.0,5.0
2018-06-13,0.0,45.0,0.0,45.0,0.0,45.0,45.0,0.0
2018-06-14,0.0,40.0,0.0,40.0,0.0,40.0,40.0,0.0
2018-06-15,15.0,35.0,15.0,35.0,15.0,35.0,35.0,15.0
2018-06-18,10.0,30.0,10.0,30.0,10.0,30.0,30.0,10.0
2018-06-19,5.0,25.0,5.0,25.0,5.0,25.0,25.0,5.0
2018-06-20,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0
2018-06-21,0.0,15.0,0.0,15.0,0.0,15.0,15.0,0.0
2018-06-22,55.0,10.0,55.0,10.0,55.0,10.0,10.0,55.0
2018-06-25,50.0,100.0,50.0,100.0,50.0,100.0,100.0,50.0
2018-06-26,45.0,100.0,45.0,100.0,45.0,100.0,100.0,45.0
2018-06-27,40.0,95.0,40.0,95.0,40.0,95.0,95.0,40.0
2018-06-28,35.0,90.0,35.0,90.0,35.0,90.0,90.0,35.0
2018-06-29,30.0,85.0,30.0,85.0,30.0,85.0,85.0,30.0
2018-07-02,25.0,100.0,25.0,100.0,25.0,100.0,100.0,25.0
2018-07-03,20.0,100.0,20.0,100.0,20.0,100.0,100.0,20.0
2018-07-05,15.0,95.0,15.0,95.0,15.0,95.0,95.0,15.0
2018-07-06,10.0,100.0,10.0,100.0,10.0,100.0,100.0,10.0
2018-07-09,5.0,95.0,5.0,95.0,5.0,95.0,95.0,5.0
2018-07-10,0.0,90.0,0.0,90.0,0.0,90.0,90.0,0.0
2018-07-11,5.0,85.0,5.0,85.0,5.0,85.0,85.0,5.0
2018-07-12,0.0,80.0,0.0,80.0,0.0,80.0,80.0,0.0
2018-07-13,0.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
2018-07-16,100.0,70.0,100.0,70.0,100.0,70.0,70.0,100.0
2018-07-17,100.0,65.0,100.0,65.0,100.0,65.0,65.0,100.0
2018-07-18,100.0,60.0,100.0,60.0,100.0,60.0,60.0,100.0
2018-07-19,95.0,55.0,95.0,55.0,95.0,55.0,55.0,95.0
2018-07-20,90.0,50.0,90.0,50.0,90.0,50.0,50.0,90.0
2018-07-23,100.0,45.0,100.0,45.0,100.0,45.0,45.0,100.0
2018-07-24,100.0,40.0,100.0,40.0,100.0,40.0,40.0,100.0
2018-07-25,100.0,35.0,100.0,35.0,100.0,35.0,35.0,100.0
2018-07-26,100.0,30.0,100.0,30.0,100.0,30.0,30.0,100.0
2018-07-27,95.0,25.0,95.0,25.0,95.0,25.0,25.0,95.0
2018-07-30,100.0,20.0,100.0,20.0,100.0,20.0,20.0,100.0
2018-07-31,95.0,15.0,95.0,15.0,95.0,15.0,15.0,95.0
2018-08-01,100.0,10.0,100.0,10.0,100.0,10.0,10.0,100.0
2018-08-02,95.0,5.0,95.0,5.0,95.0,5.0,5.0,95.0
2018-08-03,90.0,0.0,90.0,0.0,90.0,0.0,0.0,90.0
2018-08-06,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0
2018-08-07,100.0,15.0,100.0,15.0,100.0,15.0,15.0,100.0
2018-08-08,100.0,10.0,100.0,10.0,100.0,10.0,10.0,100.0
2018-08-09,95.0,5.0,95.0,5.0,95.0,5.0,5.0,95.0
2018-08-10,90.0,0.0,90.0,0.0,90.0,0.0,0.0,90.0
2018-08-13,85.0,0.0,85.0,0.0,85.0,0.0,0.0,85.0
2018-08-14,80.0,15.0,80.0,15.0,80.0,15.0,15.0,80.0
2018-08-15,75.0,10.0,75.0,10.0,75.0,10.0,10.0,75.0
2018-08-16,70.0,5.0,70.0,5.0,70.0,5.0,5.0,70.0
2018-08-17,65.0,0.0,65.0,0.0,65.0,0.0,0.0,65.0
2018-08-20,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0
2018-08-21,55.0,80.0,55.0,80.0,55.0,80.0,80.0,55.0
2018-08-22,50.0,75.0,50.0,75.0,50.0,75.0,75.0,50.0
2018-08-23,45.0,70.0,45.0,70.0,45.0,70.0,70.0,45.0
2018-08-24,40.0,65.0,40.0,65.0,40.0,65.0,65.0,40.0
2018-08-27,35.0,60.0,35.0,60.0,35.0,60.0,60.0,35.0
2018-08-28,30.0,55.0,30.0,55.0,30.0,55.0,55.0,30.0
2018-08-29,25.0,50.0,25.0,50.0,25.0,50.0,50.0,25.0
2018-08-30,20.0,45.0,20.0,45.0,20.0,45.0,45.0,20.0
2018-08-31,15.0,40.0,15.0,40.0,15.0,40.0,40.0,15.0
2018-09-04,10.0,35.0,10.0,35.0,10.0,35.0,35.0,10.0
2018-09-05,5.0,30.0,5.0,30.0,5.0,30.0,30.0,5.0
2018-09-06,0.0,25.0,0.0,25.0,0.0,25.0,25.0,0.0
2018-09-07,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0
2018-09-10,55.0,15.0,55.0,15.0,55.0,15.0,15.0,55.0
2018-09-11,50.0,10.0,50.0,10.0,50.0,10.0,10.0,50.0
2018-09-12,45.0,5.0,45.0,5.0,45.0,5.0,5.0,45.0
2018-09-13,40.0,100.0,40.0,100.0,40.0,100.0,100.0,40.0
2018-09-14,35.0,95.0,35.0,95.0,35.0,95.0,95.0,35.0
2018-09-17,30.0,90.0,30.0,90.0,30.0,90.0,90.0,30.0
2018-09-18,25.0,85.0,25.0,85.0,25.0,85.0,85.0,25.0
2018-09-19,20.0,80.0,20.0,80.0,20.0,80.0,80.0,20.0
2018-09-20,15.0,75.0,15.0,75.0,15.0,75.0,75.0,15.0
2018-09-21,10.0,70.0,10.0,70.0,10.0,70.0,70.0,10.0
2018-09-24,5.0,65.0,5.0,65.0,5.0,65.0,65.0,5.0
2018-09-25,0.0,60.0,0.0,60.0,0.0,60.0,60.0,0.0
2018-09-26,0.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0
2018-09-27,80.0,100.0,80.0,100.0,80.0,100.0,100.0,80.0
2018-09-28,75.0,100.0,75.0,100.0,75.0,100.0,100.0,75.0
2018-10-01,70.0,95.0,70.0,95.0,70.0,95.0,95.0,70.0
2018-10-02,65.0,100.0,65.0,100.0,65.0,100.0,100.0,65.0
2018-10-03,60.0,95.0,60.0,95.0,60.0,95.0,95.0,60.0
2018-10-04,55.0,90.0,55.0,90.0,55.0,90.0,90.0,55.0
2018-10-05,50.0,85.0,50.0,85.0,50.0,85.0,85.0,50.0
2018-10-08,45.0,80.0,45.0,80.0,45.0,80.0,80.0,45.0
2018-10-09,40.0,75.0,40.0,75.0,40.0,75.0,75.0,40.0
2018-10-10,35.0,100.0,35.0,100.0,35.0,100.0,100.0,35.0
2018-10-11,30.0,100.0,30.0,100.0,30.0,100.0,100.0,30.0
2018-10-12,25.0,100.0,25.0,100.0,25.0,100.0,100.0,25.0
2018-10-15,20.0,100.0,20.0,100.0,20.0,100.0,100.0,20.0
2018-10-16,15.0,95.0,15.0,95.0,15.0,95.0,95.0,15.0
2018-10-17,10.0,90.0,10.0,90.0,10.0,90.0,90.0,10.0
2018-10-18,5.0,85.0,5.0,85.0,5.0,85.0,85.0,5.0
2018-10-19,0.0,80.0,0.0,80.0,0.0,80.0,80.0,0.0
2018-10-22,0.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0
2018-10-23,0.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0
2018-10-24,30.0,100.0,30.0,100.0,30.0,100.0,100.0,30.0
2018-10-25,25.0,95.0,25.0,95.0,25.0,95.0,95.0,25.0
2018-10-26,20.0,100.0,20.0,100.0,20.0,100.0,100.0,20.0
2018-10-29,15.0,95.0,15.0,95.0,15.0,95.0,95.0,15.0
2018-10-30,10.0,90.0,10.0,90.0,10.0,90.0,90.0,10.0
2018-10-31,5.0,85.0,5.0,85.0,5.0,85.0,85.0,5.0
2018-11-01,0.0,80.0,0.0,80.0,0.0,80.0,80.0,0.0
2018-11-02,0.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
2018-11-05,0.0,70.0,0.0,70.0,0.0,70.0,70.0,0.0
2018-11-06,0.0,65.0,0.0,65.0,0.0,65.0,65.0,0.0
2018-11-07,0.0,60.0,0.0,60.0,0.0,60.0,60.0,0.0
2018-11-08,0.0,55.0,0.0,55.0,0.0,55.0,55.0,0.0
2018-11-09,15.0,50.0,15.0,50.0,15.0,50.0,50.0,15.0
2018-11-12,10.0,45.0,10.0,45.0,10.0,45.0,45.0,10.0
2018-11-13,5.0,40.0,5.0,40.0,5.0,40.0,40.0,5.0
2018-11-14,0.0,35.0,0.0,35.0,0.0,35.0,35.0,0.0
2018-11-15,75.0,30.0,75.0,30.0,75.0,30.0,30.0,75.0
2018-11-16,70.0,25.0,70.0,25.0,70.0,25.0,25.0,70.0
2018-11-19,65.0,20.0,65.0,20.0,65.0,20.0,20.0,65.0
2018-11-20,60.0,15.0,60.0,15.0,60.0,15.0,15.0,60.0
2018-11-21,55.0,10.0,55.0,10.0,55.0,10.0,10.0,55.0
2018-11-23,50.0,5.0,50.0,5.0,50.0,5.0,5.0,50.0
2018-11-26,45.0,0.0,45.0,0.0,45.0,0.0,0.0,45.0
2018-11-27,40.0,0.0,40.0,0.0,40.0,0.0,0.0,40.0
2018-11-28,35.0,0.0,35.0,0.0,35.0,0.0,0.0,35.0
2018-11-29,30.0,50.0,30.0,50.0,30.0,50.0,50.0,30.0
2018-11-30,25.0,45.0,25.0,45.0,25.0,45.0,45.0,25.0
2018-12-03,20.0,40.0,20.0,40.0,20.0,40.0,40.0,20.0
2018-12-04,15.0,100.0,15.0,100.0,15.0,100.0,100.0,15.0
2018-12-06,10.0,100.0,10.0,100.0,10.0,100.0,100.0,10.0
2018-12-07,5.0,100.0,5.0,100.0,5.0,100.0,100.0,5.0
2018-12-10,0.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0
2018-12-11,75.0,95.0,75.0,95.0,75.0,95.0,95.0,75.0
2018-12-12,70.0,90.0,70.0,90.0,70.0,90.0,90.0,70.0
2018-12-13,65.0,100.0,65.0,100.0,65.0,100.0,100.0,65.0
2018-12-14,60.0,100.0,60.0,100.0,60.0,100.0,100.0,60.0
2018-12-17,55.0,95.0,55.0,95.0,55.0,95.0,95.0,55.0
2018-12-18,50.0,90.0,50.0,90.0,50.0,90.0,90.0,50.0
2018-12-19,45.0,100.0,45.0,100.0,45.0,100.0,100.0,45.0
2018-12-20,40.0,100.0,40.0,100.0,40.0,100.0,100.0,40.0
2018-12-21,35.0,100.0,35.0,100.0,35.0,100.0,100.0,35.0
2018-12-24,30.0,100.0,30.0,100.0,30.0,100.0,100.0,30.0
2018-12-26,25.0,95.0,25.0,95.0,25.0,95.0,95.0,25.0
2018-12-27,20.0,90.0,20.0,90.0,20.0,90.0,90.0,20.0
2018-12-28,15.0,85.0,15.0,85.0,15.0,85.0,85.0,15.0
2018-12-31,10.0,80.0,10.0,80.0,10.0,80.0,80.0,10.0
2019-01-02,5.0,75.0,5.0,75.0,5.0,75.0,75.0,5.0
2019-01-03,0.0,70.0,0.0,70.0,0.0,70.0,70.0,0.0
2019-01-04,0.0,65.0,0.0,65.0,0.0,65.0,65.0,0.0
2019-01-07,5.0,60.0,5.0,60.0,5.0,60.0,60.0,5.0
2019-01-08,0.0,55.0,0.0,55.0,0.0,55.0,55.0,0.0
2019-01-09,100.0,50.0,100.0,50.0,100.0,50.0,50.0,100.0
2019-01-10,95.0,45.0,95.0,45.0,95.0,45.0,45.0,95.0
2019-01-11,100.0,40.0,100.0,40.0,100.0,40.0,40.0,100.0
2019-01-14,100.0,35.0,100.0,35.0,100.0,35.0,35.0,100.0
2019-01-15,100.0,30.0,100.0,30.0,100.0,30.0,30.0,100.0
2019-01-16,100.0,25.0,100.0,25.0,100.0,25.0,25.0,100.0
2019-01-17,100.0,20.0,100.0,20.0,100.0,20.0,20.0,100.0
2019-01-18,100.0,15.0,100.0,15.0,100.0,15.0,15.0,100.0
2019-01-22,95.0,10.0,95.0,10.0,95.0,10.0,10.0,95.0
2019-01-23,90.0,5.0,90.0,5.0,90.0,5.0,5.0,90.0
2019-01-24,85.0,0.0,85.0,0.0,85.0,0.0,0.0,85.0
2019-01-25,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0
2019-01-28,95.0,0.0,95.0,0.0,95.0,0.0,0.0,95.0
2019-01-29,90.0,10.0,90.0,10.0,90.0,10.0,10.0,90.0
2019-01-30,85.0,5.0,85.0,5.0,85.0,5.0,5.0,85.0
2019-01-31,80.0,0.0,80.0,0.0,80.0,0.0,0.0,80.0
2019-02-01,75.0,0.0,75.0,0.0,75.0,0.0,0.0,75.0
2019-02-04,70.0,0.0,70.0,0.0,70.0,0.0,0.0,70.0
2019-02-05,65.0,5.0,65.0,5.0,65.0,5.0,5.0,65.0
2019-02-06,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0
2019-02-07,55.0,0.0,55.0,0.0,55.0,0.0,0.0,55.0
2019-02-08,50.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
2019-02-11,45.0,0.0,45.0,0.0,45.0,0.0,0.0,45.0
2019-02-12,40.0,0.0,40.0,0.0,40.0,0.0,0.0,40.0
2019-02-13,35.0,0.0,35.0,0.0,35.0,0.0,0.0,35.0
2019-02-14,30.0,80.0,30.0,80.0,30.0,80.0,80.0,30.0
2019-02-15,25.0,75.0,25.0,75.0,25.0,75.0,75.0,25.0
2019-02-19,20.0,70.0,20.0,70.0,20.0,70.0,70.0,20.0
2019-02-20,15.0,65.0,15.0,65.0,15.0,65.0,65.0,15.0
2019-02-21,10.0,60.0,10.0,60.0,10.0,60.0,60.0,10.0
2019-02-22,5.0,55.0,5.0,55.0,5.0,55.0,55.0,5.0
2019-02-25,0.0,50.0,0.0,50.0,0.0,50.0,50.0,0.0
2019-02-26,5.0,45.0,5.0,45.0,5.0,45.0,45.0,5.0
2019-02-27,0.0,40.0,0.0,40.0,0.0,40.0,40.0,0.0
2019-02-28,95.0,35.0,95.0,35.0,95.0,35.0,35.0,95.0
2019-03-01,90.0,30.0,90.0,30.0,90.0,30.0,30.0,90.0
2019-03-04,85.0,25.0,85.0,25.0,85.0,25.0,25.0,85.0
2019-03-05,80.0,20.0,80.0,20.0,80.0,20.0,20.0,80.0
2019-03-06,75.0,15.0,75.0,15.0,75.0,15.0,15.0,75.0
2019-03-07,70.0,10.0,70.0,10.0,70.0,10.0,10.0,70.0
2019-03-08,65.0,5.0,65.0,5.0,65.0,5.0,5.0,65.0
2019-03-11,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0
2019-03-12,55.0,90.0,55.0,90.0,55.0,90.0,90.0,55.0
2019-03-13,50.0,85.0,50.0,85.0,50.0,85.0,85.0,50.0
2019-03-14,45.0,80.0,45.0,80.0,45.0,80.0,80.0,45.0
2019-03-15,40.0,75.0,40.0,75.0,40.0,75.0,75.0,40.0
2019-03-18,100.0,70.0,100.0,70.0,100.0,70.0,70.0,100.0
2019-03-19,100.0,65.0,100.0,65.0,100.0,65.0,65.0,100.0
2019-03-20,95.0,60.0,95.0,60.0,95.0,60.0,60.0,95.0
2019-03-21,90.0,55.0,90.0,55.0,90.0,55.0,55.0,90.0
2019-03-22,85.0,100.0,85.0,100.0,85.0,100.0,100.0,85.0
2019-03-25,80.0,100.0,80.0,100.0,80.0,100.0,100.0,80.0
2019-03-26,75.0,95.0,75.0,95.0,75.0,95.0,95.0,75.0
2019-03-27,70.0,90.0,70.0,90.0,70.0,90.0,90.0,70.0
2019-03-28,65.0,85.0,65.0,85.0,65.0,85.0,85.0,65.0
2019-03-29,60.0,80.0,60.0,80.0,60.0,80.0,80.0,60.0
